ITEM_NUMBER,DESCRIPTION,SALES_UOM,PACK_CODE,CONVERSION_FACTOR,LENGTH,WIDTH,HEIGHT,UOM_WEIGHT
64P7022,MESH TO NavX ADAPTER,EA,NA,1,1.0,1.0,1.0,1
65-2177,1OZ EARSYR BLK/450 NOLOGO,CA,NA,450,1.0,1.0,1.0,1
651017,InjNeedleFlexEndoBulking,EA,PP,1,1.0,1.0,1.0,1
651025,SyringeAdaptorSet,EA,NA,1,1.0,1.0,1.0,1
651111,QSyteContigenSyrAdapter,EA,NA,1,1.0,1.0,1.0,1
651DOM,DOMESTIC SHIPPER,EA,NA,1,1.0,1.0,1.0,1
651INT,INTERNATIONAL SHIPPER,EA,NA,1,1.0,1.0,1.0,1
651SNG,SINGLE SHIPPING COOLER,EA,NA,1,1.0,1.0,1.0,1
652100EU,PeriUrthrlInjNeedleEU,EA,NA,1,1.0,1.0,1.0,1
652177,1OZ EARSYR BLK/450 NOLOGO,CA,NA,450,1.0,1.0,1.0,1
652200EU,TransUrthrlInjNeedleEU,EA,NA,1,1.0,1.0,1.0,1
653001,BulkingImplantVial,EA,NA,1,1.0,1.0,1.0,1
653200,TransUrthrlInjNeedleFlex,EA,NA,1,1.0,1.0,1.0,1
653300,TransUrthrlInjNeedleStainless,EA,NA,1,1.0,1.0,1.0,1
653500,URYX WORKING CHANNEL CAP,EA,NA,1,1.0,1.0,1.0,1
6600,MRNI TEMPLATE ADAPTER,EA,NA,1,1.0,1.0,1.0,1
6600060,SPL 204 BROV 4.2FR S/L,EA,NA,1,1.0,1.0,1.0,1
6600970,LUER ADAPTER FOR REP,EA,NA,1,1.0,1.0,1.0,1
661038,PUMP KIT,EA,NA,1,1.0,1.0,1.0,1
6610J12C,DrnbgBacIC&OtherComp&2758J,EA,NA,1,1.0,1.0,1.0,1
6610J12N,10CC SLVR LUBSIL RADIOP NITRAL,EA,NA,1,1.0,1.0,1.0,1
6610J14C,DrnbgBacIC&OtherComp&2758J,EA,NA,1,1.0,1.0,1.0,1
6610J14N,10CC SLVR LUBSIL RADIOP NITRAL,EA,NA,1,1.0,1.0,1.0,1
6610J16C,DrnbgBacIC&OtherComp&2758J,EA,NA,1,1.0,1.0,1.0,1
6610J16N,10CC SLVR LUBSIL RADIOP NITRAL,EA,NA,1,1.0,1.0,1.0,1
6610J18C,DrnbgBacIC&OtherComp&2758J,EA,NA,1,1.0,1.0,1.0,1
6610J18N,10CC SLVR LUBSIL RADIOP NITRAL,EA,NA,1,1.0,1.0,1.0,1
6610J20C,DrnbgBacIC&OtherComp&2758J,EA,NA,1,1.0,1.0,1.0,1
6610J20N,10CC SLVR LUBSIL RADIOP NITRAL,EA,NA,1,1.0,1.0,1.0,1
6610J22C,DrnbgBacIC&OtherComp&2758J,EA,NA,1,1.0,1.0,1.0,1
6610J22N,10CC SLVR LUBSIL RADIOP NITRAL,EA,NA,1,1.0,1.0,1.0,1
6610J24N,10CC SLVR LUBSIL RADIOP NITRAL,EA,NA,1,1.0,1.0,1.0,1
661502L,4 CHN URODYN MON LOANER,EA,NA,1,1.0,1.0,1.0,1
661506P,SENSOR INTRODUCER 10 PAK,EA,NA,1,1.0,1.0,1.0,1
661508P,INFUSION ADAPT SET 10 PAK,EA,NA,1,1.0,1.0,1.0,1
661509P,PED INTRODUCER SET 10 PAK,EA,NA,1,1.0,1.0,1.0,1
661510P,SINGLE PRESSURE SENSOR,EA,NA,1,1.0,1.0,1.0,1
661512P,DUAL PRESSURE SENSOR,EA,NA,1,1.0,1.0,1.0,1
6620J12N,BD SIL LUBSIL TR W/UM NITRIL,EA,NA,1,1.0,1.0,1.0,1
6620J14N,BD SIL LUBSIL TR W/UM NITRIL,EA,NA,1,1.0,1.0,1.0,1
6620J16N,BD SIL LUBSIL TR W/UM NITRIL,EA,NA,1,1.0,1.0,1.0,1
6620J18N,BD SIL LUBSIL TR W/UM NITRIL,EA,NA,1,1.0,1.0,1.0,1
6620J20N,BD SIL LUBSIL TR W/UM NITRIL,EA,NA,1,1.0,1.0,1.0,1
6620J22N,BD SIL LUBSIL TR W/UM NITRIL,EA,NA,1,1.0,1.0,1.0,1
6620J24N,BD SIL LUBSIL TR W/UM NITRIL,EA,NA,1,1.0,1.0,1.0,1
6660040,2.7FR S/L BROV W/FLU,EA,NA,1,1.0,1.0,1.0,1
6660732,7FR D/L HOHN W/VITAC,EA,NA,1,1.0,1.0,1.0,1
6662600,MRI PRE-CONN PORT (65) A,EA,NC,1,1.0,1.0,1.0,1
6666630,LEONARD 10FR W/ 10FR,EA,NA,1,1.0,1.0,1.0,1
68202164,LITEPACRX5.5MMx2CM-150C,EA,NA,1,1.0,1.0,1.0,1
691070080,SILKENFLEX7x80CATH120,EA,NA,1,1.0,1.0,1.0,1
6913310,"OTW,INTL,XK,31CM ST, STD KIT",CA,PP,5,1.0,1.0,1.0,1
6915190,"OTW,INTL,XK,19CM ALPHA STD KIT",CA,PP,5,1.0,1.0,1.0,1
6DYNTP004,DiagCathStrblePlasQuadpolar,EA,NA,1,1.0,1.0,1.0,1
6DYNXT012,DiagCathStblePlasBTOCble,EA,NA,1,1.0,1.0,1.0,1
6DYNXT016,DiagCathStblPlasBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00008,DiagCathFixCrvWovBTOCbl,EA,NA,1,1.0,1.0,1.0,1
6FMC00013,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00017,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00020,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00031,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00037,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00038,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00040,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00044,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00046,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00051,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00053,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00083,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00092,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00103,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00107,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00114,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00115,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00122,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00142,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00143,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00144,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00150,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00151,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00156,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00157,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00163,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00165,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00172,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00185,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00196,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00197,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00199,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00214,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00220,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00234,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00245,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00248,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00252,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00259,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00260,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00271,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00274,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00277,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00278,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00279,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00280,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00286,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00288,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00291,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00300,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00301,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00323,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00326,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00337,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00344,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00345,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00346,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00347,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00348,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00350,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00351,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00353,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00357,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00362,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00364,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00377,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00381,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00382,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00384,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00385,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00398,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00401,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00402,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00403,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00404,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00407,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00412,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00413,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00417,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00421,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00422,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00423,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00424,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00425,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00426,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00427,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00436,SPL 6F MOD.ELECT.-CONNECT,EA,NA,1,1.0,1.0,1.0,1
6FMC00438,SPL 6F MOD.ELECT.-CONNECT,EA,NA,1,1.0,1.0,1.0,1
6FMC00440,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00443,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00444,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00446,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00451,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00455,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00463,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00465,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00475,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00486,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00488,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00489,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00490,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00494,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00503,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00504,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00506,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00507,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00508,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00509,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00510,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00514,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00517,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00519,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00520,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00522,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00523,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00524,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00527,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00529,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00530,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00532,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00535,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00536,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00537,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00538,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00539,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00541,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00546,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00549,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00551,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00552,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00553,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00554,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00557,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00558,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00559,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00560,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00570,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00573,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00576,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00581,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00582,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00583,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00585,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00586,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00595,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00596,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00598,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00599,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00600,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00601,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00603,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00604,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00606,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00607,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00609,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00612,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00614,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00615,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00618,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00619,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00626,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00629,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00630,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00631,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00634,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00636,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00637,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00639,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00640,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00641,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00643,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00644,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00660,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00665,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00667,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00672,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00674,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00678,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00680,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00689,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00691,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00695,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00710,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00719,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00720,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00743,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00745,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00746,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00748,DiagCathFixcrvWovBTOCble,EA,NA,1,1.0,1.0,1.0,1
6FMC00790,DiagCathFixCrvWovDecaplr,EA,NA,1,1.0,1.0,1.0,1
6FMC00791,DiagCathFixCrvWovQuadplr,EA,NA,1,1.0,1.0,1.0,1
6FMT00030,SPL 6F MOD.ELECT.- TAILS,EA,NA,1,1.0,1.0,1.0,1
6FMT00034,SPL 6F MOD.ELECT.- TAILS,EA,NA,1,1.0,1.0,1.0,1
6FMT00041,SPL 6F MOD.ELECT.- TAILS,EA,NA,1,1.0,1.0,1.0,1
6FMT00042,SPL 6F MOD.ELECT.- TAILS,EA,NA,1,1.0,1.0,1.0,1
6FMT00047,SPL 6F MOD.ELECT.- TAILS,EA,NA,1,1.0,1.0,1.0,1
6FMT00050,SPL 6F MOD.ELECT.- TAILS,EA,NA,1,1.0,1.0,1.0,1
6FMT00054,SPL 6F MOD.ELECT.- TAILS,EA,NA,1,1.0,1.0,1.0,1
6FMT00058,SPL 6F MOD.ELECT.- TAILS,EA,NA,1,1.0,1.0,1.0,1
6FMT00063,SPL 6F MOD.ELECT.- TAILS,EA,NA,1,1.0,1.0,1.0,1
6FMT00064,SPL 6F MOD.ELECT.- TAILS,EA,NA,1,1.0,1.0,1.0,1
6FMT00068,SPL 6F MOD.ELECT.- TAILS,EA,NA,1,1.0,1.0,1.0,1
6FMT00069,SPL 6F MOD.ELECT.- TAILS,EA,NA,1,1.0,1.0,1.0,1
6FMT00076,SPL 6F MOD.ELECT.- TAILS,EA,NA,1,1.0,1.0,1.0,1
6FMT00096,SPL 6F MOD.ELECT.- TAILS,EA,NA,1,1.0,1.0,1.0,1
6FMT00126,SPL 6F MOD.ELECT.- TAILS,EA,NA,1,1.0,1.0,1.0,1
6FMT00127,SPL 6F MOD.ELECT.- TAILS,EA,NA,1,1.0,1.0,1.0,1
6FMT00158,SPL 6F MOD.ELECT.- TAILS,EA,NA,1,1.0,1.0,1.0,1
6FMT00159,SPL 6F MOD.ELECT.- TAILS,EA,NA,1,1.0,1.0,1.0,1
6FMT00176,SPL 6F MOD.ELECT.- TAILS,EA,NA,1,1.0,1.0,1.0,1
6FMT00179,SPL 6F MOD.ELECT.- TAILS,EA,NA,1,1.0,1.0,1.0,1
6FMT00180,SPL 6F MOD.ELECT.- TAILS,EA,NA,1,1.0,1.0,1.0,1
6FMT00182,SPL 6F MOD.ELECT.- TAILS,EA,NA,1,1.0,1.0,1.0,1
6FMT00183,SPL 6F MOD.ELECT.- TAILS,EA,NA,1,1.0,1.0,1.0,1
6FMT00190,SPL 6F MOD.ELECT.- TAILS,EA,NA,1,1.0,1.0,1.0,1
6FMT00204,COURN 125CM DODEC MOD TLS,EA,NA,1,1.0,1.0,1.0,1
6FMT00222,SPL 6F MOD.ELECT.- TAILS,EA,NA,1,1.0,1.0,1.0,1
6FMT00224,SPL 6F MOD.ELECT.- TAILS,EA,NA,1,1.0,1.0,1.0,1
6FMT00225,SPL 6F MOD.ELECT.- TAILS,EA,NA,1,1.0,1.0,1.0,1
6FMT00228,SPL 6F MOD.ELECT.- TAILS,EA,NA,1,1.0,1.0,1.0,1
6FMT00238,SPL 6F MOD.ELECT.- TAILS,EA,NA,1,1.0,1.0,1.0,1
6FMT00239,SPL 6F MOD.ELECT.- TAILS,EA,NA,1,1.0,1.0,1.0,1
6FMT00249,SPL 6F MOD.ELECT.- TAILS,EA,NA,1,1.0,1.0,1.0,1
6FMT00256,SPL 6F MOD.ELECT.- TAILS,EA,NA,1,1.0,1.0,1.0,1
6FMT00257,SPL 6F MOD.ELECT.- TAILS,EA,NA,1,1.0,1.0,1.0,1
6FMT00269,SPL 6F MOD.ELECT.- TAILS,EA,NA,1,1.0,1.0,1.0,1
6FMT00276,SPL 6F MOD.ELECT.- TAILS,EA,NA,1,1.0,1.0,1.0,1
6FMT00281,SPL 6F MOD.ELECT.- TAILS,EA,NA,1,1.0,1.0,1.0,1
6FMT00282,SPL 6F MOD.ELECT.- TAILS,EA,NA,1,1.0,1.0,1.0,1
6FMT00283,SPL 6F MOD.ELECT.- TAILS,EA,NA,1,1.0,1.0,1.0,1
6FMT00284,SPL 6F MOD.ELECT.- TAILS,EA,NA,1,1.0,1.0,1.0,1
6FMT00285,SPL 6F MOD.ELECT.- TAILS,EA,NA,1,1.0,1.0,1.0,1
6FMT00292,SPL 6F MOD.ELECT.- TAILS,EA,NA,1,1.0,1.0,1.0,1
6FMT00299,SPL 6F MOD.ELECT.- TAILS,EA,NA,1,1.0,1.0,1.0,1
6FMT00315,SPL 6F MOD.ELECT.- TAILS,EA,NA,1,1.0,1.0,1.0,1
6FMT00316,SPL 6F MOD.ELECT.- TAILS,EA,NA,1,1.0,1.0,1.0,1
6FMT00318,SPL 6F MOD.ELECT.- TAILS,EA,NA,1,1.0,1.0,1.0,1
